"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"account_account_template_0_4102","Gastos de Operacion","4102","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_410201","GASTOS DE ADMINISTRACION","410201","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020101","Sueldos y Salarios","41020101","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020102","Combustible de Equipo de Transporte","41020102","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020103","Mantenimiento Equipo de Transporte","41020103","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020104","Honorarios","41020104","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020105","Agua Potable","41020105","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020106","Internet","41020106","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020107","Servicios Medicos","41020107","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020108","Capacitacion al Personal","41020108","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020109","Luz y Fuerza","41020109","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020110","Telefono","41020110","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020111","Tiempo Extra","41020111","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020112","Vacaciones","41020112","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020113","Aguinaldos","41020113","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020114","Indemnizaciones","41020114","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020115","Mensajeria","41020115","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020116","Papeleria y Utiles","41020116","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020117","Insaforp","41020117","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020118","I.S.S.S","41020118","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020119","AFP`s","41020119","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020120","Arrendamiento de Inmuebles","41020120","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020121","Arrendamiento de Muebles","41020121","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020122","Mantenimiento de Inmuebles","41020122","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020123","Mantenimiento de Muebles","41020123","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020124","Cuentas Incobrables","41020124","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020125","Cuota y Suscripcion","41020125","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020126","Viaticos y Alimentacion","41020126","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020127","Seguros","41020127","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020128","Vigilancia","41020128","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020129","Impuestos Municipales","41020129","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020130","Depreciaciones","41020130","account.data_account_type_depreciation","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020131","Registro de Comercio","41020131","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020132","Estadisticas y Censos","41020132","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020133","Varios","41020133","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020134","Gastos No Deducibles","41020134","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_410202","GASTOS DE VENTAS","410202","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020201","Sueldos y Salarios","41020201","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020202","Combustible de Equipo de Transporte","41020202","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020203","Mantenimiento Equipo Transporte","41020203","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020204","Honorarios","41020204","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020205","Agua Potable","41020205","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020206","Comisiones y Bonificaciones","41020206","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020207","Servicios Medicos","41020207","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020208","Capacitaciones al Personal","41020208","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020209","Luz y Fuerza","41020209","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020210","Telefono","41020210","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020211","Tiempo Extra","41020211","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020212","Vacaciones","41020212","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020213","Aguinaldo","41020213","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020214","Indemnizaciones","41020214","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020215","Mensajeria","41020215","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020216","Papeleria y Utiles","41020216","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020217","Insaforp","41020217","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020218","I.S.S.S.","41020218","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020219","A.F.P.`s.","41020219","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020220","Arrendamiento de Inmuebles","41020220","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020221","Arrendamiento de Muebles","41020221","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020222","Mantenimiento de Inmuebles","41020222","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020223","Mantenimiento de Muebles","41020223","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020224","Cuentas Incobrables","41020224","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020225","Cuota y Suscripcion","41020225","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020226","Viaticos y Alimentacion","41020226","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020227","Seguros","41020227","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020228","Vigilancia","41020228","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020229","Impuestos Municipales","41020229","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020230","Depreciaciones","41020230","account.data_account_type_depreciation","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020231","Registro de Comercio","41020231","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020232","Estadisticas y Censos","41020232","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020233","Muestras","41020233","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020234","Gastos No Deducibles","41020234","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020235","Amortizacion de Intangibles","41020235","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_410203","GASTOS FINANCIEROS","410203","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020301","Intereses","41020301","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_41020302","Comisiones","41020302","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_42","OTROS GASTOS NO DE OPERACION","42","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_4201","Otros Gastos","4201","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_420101","Donaciones","420101","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_420102","Perdida por Retiro de Activos","420102","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_420103","Ajustes de Periodos Anteriores","420103","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_43","GASTOS POR RESULTADOS INTEGRALES","43","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_4301","Gastos Integrales","4301","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_430101","Gastos por Fluctuaciones Integrales","430101","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_430102","Fluctuaciones en Cuentas por Cobrar","430102","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_430103","Fluctuaciones en Inventario","430103","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_430104","Fluctuaciones en Propiedad Planta y Equipo","430104","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_430105","Cambio en valor Razonable del Bitcoin","430105","account.data_account_type_expenses","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_51","INGRESOS DE OPERACION","51","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_5101","Ingresos","5101","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_510101","Ingresos por Ventas","510101","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_510102","Ingresos por Servicios","510102","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_510103","Ingresos por Proyectos","510103","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_52","INGRESOS NO DE OPERACION","52","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_5201","Ingresos","5201","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_520101","Dividendos","520101","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_520102","Ganancia en Venta de Activo No Corriente","520102","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_520103","Ajuste de Periodos Anteriores","520103","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_53","INGRESOS POR RESULTADOS INTEGRALES","53","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_5301","Ingresos Integrales","5301","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_530101","Ingresos por Fluctuaciones Integrales","530101","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_53010101","Fluctuaciones en Cuentas Por Cobrar","53010101","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_53010102","Flutuaciones en Inventarios","53010102","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_53010103","Fluctuaciones en Propiedad Planta y Equipo","53010103","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_53010104","Fluctuaciones en Bitcoin","53010104","account.data_account_type_other_income","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_6","CUENTAS LIQUIDADORAS DE RESULTADO","6","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_61","CUENTAS DE CIERRES","61","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_6101","Pèrdidas y Ganacias","6101","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_610101","Perdidas y Ganancias","610101","account.data_account_type_revenue","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_7","CUENTAS CONTINGENTES DE ORDEN ACREEDORAS","7","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_71","CUENTAS CONTINGENTES DE ORDEN DEUDORAS","71","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_7101","Cuentas Contingentes de Orden Deudoras","7101","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_710101","Cuentas de Orden Deudoras","710101","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_8","CUENTAS CONTINGENTES DE ORDEN ACREEDORAS","8","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_81","CUENTAS CONTINGENTES DE ORDEN ACREEDORAS","81","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_8101","Cuentass Contingentes de Orden Acreedoras","8101","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
"account_account_template_0_810101","Cuentas de Orden Acreedoras","810101","account.data_account_type_current_liabilities","l10n_chart_sv.account_chart_template_0","FALSE"
